"CrimeDate","CrimeTime","CrimeCode","Location","Description","Inside\/Outside","Weapon","Post","District","Neighborhood","Longitude","Latitude","Location 1","Premise","vri_name1","Total Incidents"
1543795200000,"09:28:00","4E","3300 FREDERICK AVE","COMMON ASSAULT",null,null,842,"SOUTHWEST","IRVINGTON",-76.6723517926,39.2809773058,null,null,null,1
1543795200000,"22:54:00","4E","200 S MONASTERY AVE","COMMON ASSAULT","O",null,843,"SOUTHWEST","IRVINGTON",-76.68111,39.283639,null,"STREET",null,1
1543795200000,"18:50:00","4E","3400 MENLO DR","COMMON ASSAULT","I",null,632,"NORTHWEST","GLEN",-76.6869444627,39.3584007903,null,"ROW\/TOWNHOUSE-OCC",null,1
1543795200000,"20:29:00","4E","2500 RELLIM RD","COMMON ASSAULT","I",null,632,"NORTHWEST","CHESWOLDE",-76.675023,39.365372,null,"APT\/CONDO - OCCUPIED",null,1
1543795200000,"12:05:00","4E","1300 W 36TH ST","COMMON ASSAULT","I",null,531,"NORTHERN","HAMPDEN",-76.6369181264,39.3305247768,null,"SCHOOL",null,1
1543795200000,"23:35:00","4E","2400 WINCHESTER ST","COMMON ASSAULT",null,null,723,"WESTERN","BRIDGEVIEW\/GREENLAWN",-76.6564794613,39.301620133,null,null,null,1
1543795200000,"15:00:00","4E","100 N CALHOUN ST","COMMON ASSAULT","I",null,711,"WESTERN","FRANKLIN SQUARE",-76.6396693271,39.2898886766,null,"SCHOOL",null,1
1543795200000,"03:45:00","4E","400 PITMAN PL","COMMON ASSAULT","I",null,311,"EASTERN","GREENMOUNT WEST",-76.610411,39.308468,null,"ROW\/TOWNHOUSE-OCC",null,1
1543795200000,"03:45:00","4E","400 PITMAN PL","COMMON ASSAULT",null,null,311,"EASTERN","GREENMOUNT WEST",-76.610411,39.308468,null,null,null,1
1543795200000,"18:00:00","4E","2400 E MONUMENT ST","COMMON ASSAULT","I",null,323,"EASTERN","MILTON-MONTFORD",-76.582933,39.298844,null,"CARRY OUT","Eastern 2",1
1543795200000,"15:00:00","4E","5500 CARTER AVE","COMMON ASSAULT","I",null,425,"NORTHEAST","GLENHAM-BELFORD",-76.5573629723,39.3481819895,null,"ROW\/TOWNHOUSE-OCC",null,1
1543795200000,"14:05:00","4E","3200 E PRATT ST","COMMON ASSAULT","I",null,231,"SOUTHEAST",null,-76.570857,39.290059,null,"SCHOOL",null,1
1543795200000,"15:45:00","4E","200 NORTH BEND RD","COMMON ASSAULT","I",null,823,"SOUTHWEST",null,-76.705711,39.282934,null,"SCHOOL",null,1
1543795200000,"23:04:00","4E","4000 WHITE AVE","COMMON ASSAULT","I",null,425,"NORTHEAST","GLENHAM-BELFORD",-76.545773,39.34585,null,"APT\/CONDO - OCCUPIED",null,1
1543795200000,"20:30:00","4E","1100 WICOMICO ST","COMMON ASSAULT","I",null,932,"SOUTHERN","WASHINGTON VILLAGE",-76.6293346072,39.2793174595,null,"ROW\/TOWNHOUSE-OCC",null,1
1543795200000,"09:45:00","4E","600 OLDHAM ST","COMMON ASSAULT","O",null,242,"SOUTHEAST","GREEKTOWN",-76.555678,39.28588,null,"STREET",null,1
1543795200000,"20:35:00","4E","4000 FORDLEIGH RD","COMMON ASSAULT","I",null,632,"NORTHWEST","GLEN",-76.699226,39.35527,null,"APT\/CONDO - OCCUPIED",null,1
1543708800000,"02:30:00","4E","3900 BANK ST","COMMON ASSAULT","O",null,231,"SOUTHEAST","HUDSON-HIGHLANDTOWN",-76.56389,39.287775,null,"STREET",null,1
1543708800000,"23:55:00","4E","800 DARTMOUTH RD","COMMON ASSAULT","I",null,522,"NORTHERN","CHINQUAPIN PARK\/BELV",-76.605619,39.365898,null,"APT\/CONDO - OCCUPIED",null,1
1543708800000,"09:55:00","4E","500 E 27TH ST","COMMON ASSAULT","O",null,513,"NORTHERN","HARWOOD",-76.6089659223,39.3209372112,null,"STREET",null,1
1543708800000,"02:30:00","4E","3900 BANK ST","COMMON ASSAULT",null,null,231,"SOUTHEAST","HUDSON-HIGHLANDTOWN",-76.56389,39.287775,null,null,null,1
1543708800000,"22:49:00","4E","5600 PILGRIM RD","COMMON ASSAULT","I",null,423,"NORTHEAST","HARFORD-ECHODALE-PER",-76.57017,39.358747,null,"ROW\/TOWNHOUSE-OCC",null,1
1543708800000,"12:20:00","4E","5100 GOODNOW RD","COMMON ASSAULT","I",null,443,"NORTHEAST","FRANKFORD",-76.5438238258,39.3259236426,null,"APT\/CONDO - OCCUPIED",null,1
1543708800000,"18:35:00","4E","1800 N PATTERSON PARK AVE","COMMON ASSAULT","O",null,331,"EASTERN",null,-76.5859170269,39.3110629903,null,"STREET",null,1
1543708800000,"22:30:00","4E","5300 NELSON AVE","COMMON ASSAULT","O",null,633,"NORTHWEST","ARLINGTON",-76.684565,39.347397,null,"STREET","Northwestern",1
1543708800000,"12:00:00","4E","2800 HOMEWOOD AVE","COMMON ASSAULT","I",null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.599328,39.323266,null,"APT\/CONDO - OCCUPIED",null,1
1543708800000,"16:30:00","4E","3500 HICKORY AVE","COMMON ASSAULT",null,null,531,"NORTHERN","HAMPDEN",-76.6336294952,39.3303510235,null,null,null,1
1543708800000,"19:45:00","4E","1500 CLIFTON AVE","COMMON ASSAULT","I",null,733,"WESTERN","PENN NORTH",-76.6447406574,39.3130014519,null,"ROW\/TOWNHOUSE-OCC","Western",1
1543708800000,"12:20:00","4E","1300 N FREMONT AVE","COMMON ASSAULT","I",null,743,"WESTERN","SANDTOWN-WINCHESTER",-76.637657,39.304859,null,"OTHER - INSIDE",null,1
1543708800000,"14:10:00","4E","100 PRESIDENT ST","COMMON ASSAULT","O",null,211,"SOUTHEAST","INNER HARBOR",-76.604983,39.288166,null,"STREET",null,1
1543708800000,"18:00:00","4E","2600 JEFFERSON ST","COMMON ASSAULT","I",null,221,"SOUTHEAST","MCELDERRY PARK",-76.5799675484,39.2968035335,null,"SINGLE HOUSE",null,1
1543708800000,"21:40:00","4E","3200 E LOMBARD ST","COMMON ASSAULT","I",null,222,"SOUTHEAST","BALTIMORE-LINWOOD",-76.570906,39.291296,null,"ROW\/TOWNHOUSE-OCC",null,1
1543708800000,"11:23:00","4E","1500 W MOUNT ROYAL AVE","COMMON ASSAULT","I",null,132,"CENTRAL","BOLTON HILL",-76.6228721056,39.309468051,null,"ROW\/TOWNHOUSE-OCC",null,1
1543708800000,"19:08:00","4E","200 E PRATT ST","COMMON ASSAULT","O",null,112,"CENTRAL","INNER HARBOR",-76.611342883,39.2865586062,null,"PARK",null,1
1543708800000,"12:00:00","4E","600 W FRANKLIN ST","COMMON ASSAULT","I",null,143,"CENTRAL","SETON HILL",-76.6258228754,39.2947394154,null,"APT\/CONDO - OCCUPIED",null,1
1543708800000,"22:20:00","4E","3500 ELM AVE","COMMON ASSAULT","O",null,531,"NORTHERN","HAMPDEN",-76.6311688609,39.3306581692,null,"STREET",null,1
1543708800000,"22:20:00","4E","3500 ELM AVE","COMMON ASSAULT","O",null,531,"NORTHERN","HAMPDEN",-76.6311688609,39.3306581692,null,"STREET",null,1
1543708800000,"22:42:00","4E","400 MILLINGTON AVE","COMMON ASSAULT","O",null,841,"SOUTHWEST","MILL HILL",-76.6566082537,39.2803800998,null,"STREET",null,1
1543708800000,"04:57:00","4E","2300 N DUKELAND ST","COMMON ASSAULT","I",null,731,"WESTERN","BRADDISH AVE.\/PANWAY",-76.6639947715,39.3136806697,null,"ROW\/TOWNHOUSE-OCC",null,1
1543708800000,"03:00:00","4E","1800 BAKER ST","COMMON ASSAULT","O",null,742,"WESTERN","SANDTOWN-WINCHESTER",-76.6472040914,39.3066647959,null,"STREET","Western",1
1543708800000,"00:20:00","4E","6200 PLANTVIEW WAY","COMMON ASSAULT","I",null,243,"SOUTHEAST","ODONNELL HEIGHTS",-76.5408155573,39.2772257365,null,"ROW\/TOWNHOUSE-OCC",null,1
1543708800000,"17:55:00","4E","1000 W LOMBARD ST","COMMON ASSAULT","O",null,931,"SOUTHERN","HOLLINS PARK",-76.6337829611,39.2867990994,null,"STREET",null,1
1543708800000,"01:30:00","4E","3700 EASTERN AVE","COMMON ASSAULT","I",null,231,"SOUTHEAST","HUDSON-HIGHLANDTOWN",-76.566112,39.286679,null,"BAR",null,1
1543708800000,"14:31:00","4E","3900 GARRISON BLVD","COMMON ASSAULT","I",null,642,"NORTHWEST","CALLAWAY-GARRISON",-76.6829785233,39.3332823158,null,"ROW\/TOWNHOUSE-OCC",null,1
1543708800000,"02:00:00","4E","1300 S PONCA ST","COMMON ASSAULT","O",null,233,"SOUTHEAST","CANTON INDUSTRIAL AREA",-76.5544779802,39.2788680439,null,"STREET",null,1
1543708800000,"02:00:00","4E","1300 S PONCA ST","COMMON ASSAULT","O",null,233,"SOUTHEAST","CANTON INDUSTRIAL AREA",-76.5544779802,39.2788680439,null,"STREET",null,1
1543708800000,"02:00:00","4E","1300 S PONCA ST","COMMON ASSAULT","O",null,233,"SOUTHEAST","CANTON INDUSTRIAL AREA",-76.5544779802,39.2788680439,null,"STREET",null,1
1543708800000,"13:00:00","4E","1500 E 33RD ST","COMMON ASSAULT","I",null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.5947982722,39.3282874718,null,"ROW\/TOWNHOUSE-OCC",null,1
1543708800000,"21:50:00","4E","6100 FORTVIEW WAY","COMMON ASSAULT","O",null,243,"SOUTHEAST","ODONNELL HEIGHTS",-76.542702,39.277709,null,"STREET",null,1
1543708800000,"22:00:00","4E","0 LIGHT ST","COMMON ASSAULT","O",null,111,"CENTRAL","DOWNTOWN",-76.6136764206,39.2887283578,null,"STREET",null,1
1543622400000,"21:08:00","4E","800 N CHARLES ST","COMMON ASSAULT","I",null,142,"CENTRAL","MOUNT VERNON",-76.615728,39.299204,null,"OTHER - INSIDE",null,1
1543622400000,"22:21:00","4E","3800 N ROGERS AVE","COMMON ASSAULT","O",null,623,"NORTHWEST","GROVE PARK",-76.702512,39.336339,null,"STREET",null,1
1543622400000,"03:00:00","4E","1200 N COLLINGTON AVE","COMMON ASSAULT","I",null,331,"EASTERN","BROADWAY EAST",-76.5870832145,39.30492864,null,"APT\/CONDO - OCCUPIED","Eastern 2",1
1543622400000,"15:00:00","4E","700 LOMBARD S","COMMON ASSAULT","O",null,121,"CENTRAL","UNIVERSITY OF MARYLA",-76.6261935527,39.2873423839,null,"STREET",null,1
1543622400000,"07:00:00","4E","3000 DUPONT AVE","COMMON ASSAULT",null,null,532,"NORTHERN","CYLBURN",-76.667118,39.34409,null,null,null,1
1543622400000,"21:30:00","4E","300 S MONROE ST","COMMON ASSAULT","O",null,934,"SOUTHERN","CARROLLTON RIDGE",-76.646744,39.284212,null,"STREET","Tri-District",1
1543622400000,"11:59:00","4E","1400 BLOOMFIELD AVE","COMMON ASSAULT",null,null,832,"SOUTHWEST","VIOLETVILLE",-76.6665685682,39.2615777289,null,null,null,1
1543622400000,"03:02:00","4E","1100 W PRATT ST","COMMON ASSAULT",null,null,931,"SOUTHERN","HOLLINS PARK",-76.635157,39.285741,null,null,null,1
1543622400000,"11:50:00","4E","2300 LIPPS LN","COMMON ASSAULT",null,null,842,"SOUTHWEST","SHIPLEY HILL",-76.6525746484,39.2869058473,null,null,"Tri-District",1
1543622400000,"19:19:00","4E","2400 W FRANKLIN ST","COMMON ASSAULT","I",null,721,"WESTERN","ROSEMONT HOMEOWNERS",-76.6550566816,39.2935490578,null,"ROW\/TOWNHOUSE-OCC",null,1
1543622400000,"11:50:00","4E","6400 PIONEER DR","COMMON ASSAULT","I",null,423,"NORTHEAST","HARFORD-ECHODALE-PER",-76.572162,39.364749,null,"SCHOOL",null,1
1543622400000,"22:00:00","4E","5200 SAINT CHARLES AVE","COMMON ASSAULT","I",null,633,"NORTHWEST","ARLINGTON",-76.682359,39.344252,null,"ROW\/TOWNHOUSE-OCC","Northwestern",1
1543622400000,"21:30:00","4E","900 COPPIN CT","COMMON ASSAULT","O",null,922,"SOUTHERN","CHERRY HILL",-76.624452,39.245378,null,"OTHER - OUTSIDE",null,1
1543622400000,"22:30:00","4E","5300 CUTHBERT AVE","COMMON ASSAULT","I",null,633,"NORTHWEST","ARLINGTON",-76.683144,39.348474,null,"APT\/CONDO - OCCUPIED","Northwestern",1
1543622400000,"22:40:00","4E","1000 W LOMBARD ST","COMMON ASSAULT","I",null,931,"SOUTHERN","HOLLINS PARK",-76.6346322304,39.2866957847,null,"ROW\/TOWNHOUSE-OCC",null,1
1543622400000,"09:27:00","4E","6600 REISTERSTOWN RD","COMMON ASSAULT","O",null,632,"NORTHWEST","GLEN",-76.704059,39.357528,null,"PARKING LOT-OUTSIDE",null,1
1543622400000,"06:30:00","4E","2700 TALBOT RD","COMMON ASSAULT","I",null,641,"NORTHWEST","WINDSOR HILLS",-76.690477,39.317612,null,"APT\/CONDO - OCCUPIED",null,1
1543622400000,"01:19:00","4E","1700 ALICEANNA ST","COMMON ASSAULT","O",null,213,"SOUTHEAST","FELLS POINT",-76.59317,39.283565,null,"STREET",null,1
1543622400000,"08:31:00","4E","1800 E BALTIMORE ST","COMMON ASSAULT","I",null,212,"SOUTHEAST","WASHINGTON HILL",-76.590956,39.291608,null,"ROW\/TOWNHOUSE-OCC",null,1
1543622400000,"02:30:00","4E","2700 BLK JEFFERSON ST","COMMON ASSAULT","O",null,221,"SOUTHEAST",null,-76.5788980492,39.2968963147,null,"STREET",null,1
1543622400000,"13:30:00","4E","200 HERRING CT","COMMON ASSAULT","I",null,211,"SOUTHEAST","PERKINS HOMES",-76.5951193477,39.2886638005,null,"ROW\/TOWNHOUSE-OCC",null,1
1543622400000,"12:30:00","4E","500 E PATAPSCO AVE","COMMON ASSAULT","I",null,913,"SOUTHERN","BROOKLYN",-76.603385,39.236613,null,"APT\/CONDO - OCCUPIED","Brooklyn",1
1543536000000,"15:45:00","4E","1100 N WOLFE ST","COMMON ASSAULT","I",null,322,"EASTERN","MIDDLE EAST",-76.5911940127,39.303510519,null,"SCHOOL",null,1
1543536000000,"09:30:00","4E","400 FALLSWAY","COMMON ASSAULT",null,null,312,"EASTERN","PEN-FALLSWAY",-76.6093704428,39.2933958683,null,null,null,1
1543536000000,"03:46:00","4E","700 W LAFAYETTE AVE","COMMON ASSAULT",null,null,123,"CENTRAL","UPTON",-76.633829,39.299568,null,null,"Central",1
1543536000000,"08:55:00","4E","600 N WOLFE ST","COMMON ASSAULT",null,null,321,"EASTERN","DUNBAR",-76.5908677609,39.2975915134,null,null,null,1
1543536000000,"09:30:00","4E","400 FALLSWAY","COMMON ASSAULT",null,null,312,"EASTERN","PEN-FALLSWAY",-76.6093704428,39.2933958683,null,null,null,1
1543536000000,"21:13:00","4E","2700 W FRANKLIN ST","COMMON ASSAULT","I",null,842,"SOUTHWEST","PENROSE\/FAYETTE ST OUTREACH",-76.6615455784,39.2930971475,null,"OTHER - INSIDE",null,1
1543536000000,"00:22:00","4E","2400 PRESBURY ST","COMMON ASSAULT","I",null,723,"WESTERN","COPPIN HEIGHTS\/ASHBU",-76.656715,39.307573,null,"ROW\/TOWNHOUSE-OCC",null,1
1543536000000,"21:50:00","4E","1700 MONTPELIER ST","COMMON ASSAULT","I",null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.594828,39.319522,null,"ROW\/TOWNHOUSE-OCC",null,1
1543536000000,"10:49:00","4E","4100 FAIRHAVEN AVE","COMMON ASSAULT","O",null,911,"SOUTHERN","CURTIS BAY",-76.590312,39.228227,null,"STREET",null,1
1543536000000,"23:30:00","4E","1000 W PATAPSCO AVE","COMMON ASSAULT","O",null,922,"SOUTHERN","CHERRY HILL",-76.636305,39.24691,null,"STREET",null,1
1543536000000,"23:09:00","4E","3200 LILY AVE","COMMON ASSAULT","I",null,922,"SOUTHERN","CHERRY HILL",-76.6376862151,39.2461525544,null,"ROW\/TOWNHOUSE-OCC",null,1
1543536000000,"08:02:00","4E","1900 HARMAN AVE","COMMON ASSAULT","O",null,831,"SOUTHWEST","MORRELL PARK",-76.6518343665,39.2666045772,null,"STREET",null,1
1543536000000,"16:00:00","4E","2800 PRESBURY ST","COMMON ASSAULT",null,null,813,"SOUTHWEST","NORTHWEST COMMUNITY",-76.6651068735,39.3072186594,null,null,null,1
1543536000000,"06:35:00","4E","1700 RAMSAY ST","COMMON ASSAULT","O",null,935,"SOUTHERN","NEW SOUTHWEST\/MOUNT CLARE",-76.6440992098,39.2833998756,null,"STREET","Tri-District",1
1543536000000,"06:10:00","4E","1000 W NORTH AVE","COMMON ASSAULT","I",null,132,"CENTRAL","MADISON PARK",-76.6342168963,39.3102904616,null,"RETAIL\/SMALL BUSINES",null,1
1543536000000,"13:19:00","4E","700 N MONTFORD AVE","COMMON ASSAULT",null,null,323,"EASTERN","MILTON-MONTFORD",-76.5837802691,39.299123815,null,null,"Eastern 2",1
1543536000000,"13:00:00","4E","3700 ELDORADO AVE","COMMON ASSAULT","I",null,621,"NORTHWEST","DORCHESTER\/GRAN-BARR",-76.690387,39.331757,null,"SCHOOL",null,1
1543536000000,"18:00:00","4E","2700 HARLEM AVE","COMMON ASSAULT","I",null,721,"WESTERN","MOSHER",-76.6623955097,39.2955262776,null,"ROW\/TOWNHOUSE-OCC",null,1
1543536000000,"09:44:00","4E","600 WILDWOOD PKWY","COMMON ASSAULT","I",null,844,"SOUTHWEST","EDMONDSON VILLAGE",-76.683791,39.294412,null,"SCHOOL",null,1
1543449600000,"20:46:00","4E","1800 ORLEANS ST","COMMON ASSAULT",null,null,321,"EASTERN","DUNBAR",-76.591305,39.295327,null,null,null,1
1543449600000,"19:15:00","4E","3100 E FAIRMOUNT AVE","COMMON ASSAULT","I",null,222,"SOUTHEAST","MADISON EASTEND",-76.573021,39.293435,null,"OTHER - INSIDE",null,1
1543449600000,"11:00:00","4E","900 POPLAR GROVE ST","COMMON ASSAULT","I",null,814,"SOUTHWEST","FRANKLINTOWN ROAD",-76.6651614295,39.2981316158,null,"CONVENIENCE STORE",null,1
1543449600000,"21:00:00","4E","3400 KESWICK RD","COMMON ASSAULT",null,null,531,"NORTHERN","HAMPDEN",-76.627935,39.329248,null,null,null,1
1543449600000,"18:50:00","4E","4100 AUDREY AVE","COMMON ASSAULT","O",null,913,"SOUTHERN","BROOKLYN",-76.6035614588,39.2302860702,null,"STREET",null,1
1543449600000,"12:45:00","4E","400 W SARATOGA ST","COMMON ASSAULT","I",null,111,"CENTRAL","DOWNTOWN",-76.621664,39.292829,null,"ROW\/TOWNHOUSE-OCC",null,1
1543449600000,"18:00:00","4E","200 E NORTH AVE","COMMON ASSAULT","I",null,311,"EASTERN","GREENMOUNT WEST",-76.6126224493,39.3111462424,null,"ROW\/TOWNHOUSE-OCC",null,1
1543449600000,"09:31:00","4E","2500 REISTERSTOWN RD","COMMON ASSAULT","I",null,732,"WESTERN","WOODBROOK",-76.65102,39.317166,null,"ROW\/TOWNHOUSE-OCC",null,1
1543449600000,"08:17:00","4E","1700 E OLIVER ST","COMMON ASSAULT","I",null,331,"EASTERN","BROADWAY EAST",-76.5939341258,39.3075412616,null,"ROW\/TOWNHOUSE-OCC","Eastern 1",1
1543449600000,"12:45:00","4E","3200 THE ALAMEDA","COMMON ASSAULT","I",null,411,"NORTHEAST","COLDSTREAM HOMESTEAD",-76.594946,39.327345,null,"SCHOOL",null,1
1543449600000,"13:00:00","4E","1100 N WOLFE ST","COMMON ASSAULT","I",null,322,"EASTERN","MIDDLE EAST",-76.5911940127,39.303510519,null,"SCHOOL",null,1
1543449600000,"14:49:00","4E","900 DRUID HILL AVE","COMMON ASSAULT","I",null,121,"CENTRAL","HERITAGE CROSSING",-76.624337,39.298488,null,"SCHOOL","Central",1
1543449600000,"14:49:00","4E","900 DRUID HILL AVE","COMMON ASSAULT","I",null,121,"CENTRAL","HERITAGE CROSSING",-76.624337,39.298488,null,"SCHOOL","Central",1
1543449600000,"12:40:00","4E","1100 N WOLFE ST","COMMON ASSAULT","I",null,322,"EASTERN","MIDDLE EAST",-76.5911940127,39.303510519,null,"SCHOOL",null,1
1543449600000,"10:00:00","4E","2000 PARK AVE","COMMON ASSAULT",null,null,133,"CENTRAL","RESERVOIR HILL",-76.629238,39.313905,null,null,null,1
1543449600000,"15:10:00","4E","100 N CALHOUN ST","COMMON ASSAULT","O",null,711,"WESTERN","FRANKLIN SQUARE",-76.6396693271,39.2898886766,null,"OTHER - OUTSIDE",null,1
1543449600000,"06:40:00","4E","700 VINE ST","COMMON ASSAULT",null,null,122,"CENTRAL","POPPLETON",-76.629451,39.290627,null,null,null,1
1543449600000,"21:00:00","4E","3400 KESWICK RD","COMMON ASSAULT",null,null,531,"NORTHERN","HAMPDEN",-76.627935,39.329248,null,null,null,1
1543449600000,"00:00:00","4E","2500 MARBOURNE AVE","COMMON ASSAULT","I",null,923,"SOUTHERN","LAKELAND",-76.6478951534,39.2534173238,null,"FAST FOOD",null,1
1543449600000,"00:15:00","4E","3400 MOUNT PLEASANT AVE","COMMON ASSAULT","O",null,223,"SOUTHEAST","BALTIMORE HIGHLANDS",-76.5692277811,39.2908719392,null,"STREET",null,1
1543449600000,"11:00:00","4E","1000 E LOMBARD ST","COMMON ASSAULT",null,null,211,"SOUTHEAST","JONESTOWN",-76.601765,39.289387,null,null,null,1
1543449600000,"23:59:00","4E","2600 BRENDAN AVE","COMMON ASSAULT",null,null,432,"NORTHEAST","BELAIR-EDISON",-76.5752626723,39.3259877906,null,null,null,1
1543449600000,"18:12:00","4E","4800 SETON DR","COMMON ASSAULT",null,null,622,"NORTHWEST","SETON BUSINESS PARK",-76.7078198706,39.3433324136,null,null,null,1
1543449600000,"09:25:00","4E","2800 FOREST GLEN RD","COMMON ASSAULT",null,null,641,"NORTHWEST","WEST FOREST PARK",-76.6943819592,39.3181882983,null,null,null,1
1543449600000,"17:50:00","4E","2000 W PATAPSCO AVE","COMMON ASSAULT","I",null,923,"SOUTHERN","LAKELAND",-76.6428574822,39.2503100068,null,"FAST FOOD",null,1
1543449600000,"11:50:00","4E","1900 GREENMOUNT AVE","COMMON ASSAULT","I",null,342,"EASTERN","EAST BALTIMORE MIDWA",-76.609441,39.311999,null,"CONVENIENCE STORE",null,1
1543449600000,"18:00:00","4E","900 BUNCHE RD","COMMON ASSAULT",null,null,922,"SOUTHERN","EAST BALTIMORE MIDWA",-76.6241994984,39.2459081823,null,null,null,1
1543449600000,"17:10:00","4E","5400 BELLE VISTA AVE","COMMON ASSAULT","I",null,426,"NORTHEAST","WALTHERSON",-76.5515105167,39.3421661428,null,"APT\/CONDO - OCCUPIED",null,1
1543449600000,"17:45:00","4E","200 N LAKEWOOD AVE","COMMON ASSAULT","I",null,221,"SOUTHEAST","MCELDERRY PARK",-76.579188,39.294917,null,"ROW\/TOWNHOUSE-OCC",null,1
1543449600000,"20:30:00","4E","3000 S HANOVER ST","COMMON ASSAULT","I",null,922,"SOUTHERN","MIDDLE BRANCH\/REEBIRD PARKS",-76.6149802675,39.2513767098,null,"HOSP\/NURS. HOME",null,1
1543449600000,"08:59:00","4E","3200 W NORTH AVE","COMMON ASSAULT","I",null,813,"SOUTHWEST","ROSEMONT",-76.6713065611,39.3089057536,null,"LIQUOR STORE",null,1
1543449600000,"01:20:00","4E","4200 ERDMAN AVE","COMMON ASSAULT","O",null,333,"EASTERN","ORANGEVILLE INDUSTRIAL AREA",-76.5675765552,39.3132882502,null,"GAS STATION",null,1
1543363200000,"11:39:00","4E","3400 WILKENS AVE","COMMON ASSAULT","I",null,832,"SOUTHWEST","SAINT AGNES",-76.6741299172,39.2729711913,null,"APT\/CONDO - OCCUPIED",null,1
1543363200000,"14:40:00","4E","2800 N DUKELAND ST","COMMON ASSAULT","I",null,611,"NORTHWEST","HANLON\/LONGWOOD",-76.6650191289,39.3184011064,null,"SCHOOL",null,1
1543363200000,"14:40:00","4E","2800 N DUKELAND ST","COMMON ASSAULT","I",null,611,"NORTHWEST","HANLON\/LONGWOOD",-76.6650191289,39.3184011064,null,"SCHOOL",null,1
1543363200000,"14:00:00","4E","2100 PARKSLEY AVE","COMMON ASSAULT","O",null,831,"SOUTHWEST","MORRELL PARK",-76.6504593437,39.2637479454,null,"STREET",null,1
1543363200000,"15:03:00","4E","900 W SARATOGA ST","COMMON ASSAULT","O",null,712,"WESTERN","POPPLETON",-76.632331,39.292497,null,"STREET",null,1
1543363200000,"22:50:00","4E","900 APPLETON ST","COMMON ASSAULT","I",null,722,"WESTERN","MIDTOWN EDMONDSON",-76.648372,39.299058,null,"ROW\/TOWNHOUSE-OCC",null,1
1543363200000,"10:00:00","4E","0 W 20TH ST","COMMON ASSAULT","I",null,141,"CENTRAL","CHARLES NORTH",-76.617044,39.31218,null,"APT\/CONDO - OCCUPIED",null,1
1543363200000,"11:00:00","4E","1100 VALLEY ST","COMMON ASSAULT","I",null,311,"EASTERN","JOHNSTON SQUARE",-76.604889,39.302895,null,"SCHOOL",null,1
1543363200000,"12:00:00","4E","1400 ORLEANS ST","COMMON ASSAULT","I",null,321,"EASTERN","DUNBAR",-76.598613,39.295176,null,"SCHOOL",null,1
1543363200000,"12:00:00","4E","1400 ORLEANS ST","COMMON ASSAULT","I",null,321,"EASTERN","DUNBAR",-76.598613,39.295176,null,"SCHOOL",null,1
1543363200000,"15:20:00","4E","2900 VIOLET AVE","COMMON ASSAULT",null,null,612,"NORTHWEST","PARK CIRCLE",-76.66249,39.329454,null,null,null,1
1543363200000,"12:00:00","4E","1100 WINSTON AVE","COMMON ASSAULT","I",null,524,"NORTHERN","KENILWORTH PARK",-76.600247,39.34903,null,"SCHOOL",null,1
1543363200000,"14:57:00","4E","500 COVENTRY RD","COMMON ASSAULT","I",null,833,"SOUTHWEST","BEECHFIELD",-76.700375,39.278485,null,"APT\/CONDO - OCCUPIED",null,1
1543363200000,"09:40:00","4E","600 S NEWKIRK ST","COMMON ASSAULT","I",null,242,"SOUTHEAST","GREEKTOWN",-76.5565316662,39.2858685135,null,"ROW\/TOWNHOUSE-OCC",null,1
1543363200000,"21:20:00","4E","4000 LIBERTY HEIGHTS AVE","COMMON ASSAULT","I",null,621,"NORTHWEST","CENTRAL FOREST PARK",-76.6858160508,39.3283283516,null,"HOSP\/NURS. HOME",null,1
1543363200000,"09:00:00","4E","4000 LIBERTY HEIGHTS AVE","COMMON ASSAULT","I",null,621,"NORTHWEST","CENTRAL FOREST PARK",-76.6858160508,39.3283283516,null,"HOSP\/NURS. HOME",null,1
1543363200000,"06:50:00","4E","0 E RANDALL ST","COMMON ASSAULT","O",null,942,"SOUTHERN","S.B.I.C.",-76.613387349,39.2716343262,null,"STREET",null,1
1543363200000,"11:00:00","4E","2000 E 32ND ST","COMMON ASSAULT","I",null,421,"NORTHEAST","MONTEBELLO",-76.586682,39.327388,null,"SCHOOL",null,1
1543363200000,"11:00:00","4E","2000 E 32ND ST","COMMON ASSAULT","I",null,421,"NORTHEAST","MONTEBELLO",-76.586682,39.327388,null,"SCHOOL",null,1
1543363200000,"09:10:00","4E","1400 W COLD SPRING LN","COMMON ASSAULT","I",null,541,"NORTHERN","CROSS KEYS",-76.6425986204,39.3449307042,null,"SCHOOL",null,1
1543363200000,"03:00:00","4E","3200 GARRISON BLVD","COMMON ASSAULT","I",null,642,"NORTHWEST","CONCERNED CITIZENS O",-76.682261,39.325272,null,"APT\/CONDO - OCCUPIED",null,1
1543363200000,"20:00:00","4E","1100 HAVERHILL RD","COMMON ASSAULT","I",null,832,"SOUTHWEST","VIOLETVILLE",-76.676761,39.267945,null,"ROW\/TOWNHOUSE-OCC",null,1
1543363200000,"13:48:00","4E","700 N FULTON AVE","COMMON ASSAULT","O",null,713,"WESTERN","HARLEM PARK",-76.645549,39.29693,null,"STREET",null,1
